document_id,title,document_type,topic,content,summary,department,project,system,technology,author_id,author_role,created_date,updated_date,status,approval_status,version,is_current,is_superseded,supersedes_document_id,authority_level,confidentiality_level,owner_team,source_type,url_or_reference,language
DOC-0061,Draft Document: Monitoring Guidelines for Project Omega,Draft Document,monitoring,Technical assessment and standard guidelines regarding monitoring implementation for Project Omega system Auth Service.,Comprehensive architecture guidelines covering monitoring within Project Omega.,Architecture,Project Omega,Auth Service,Monitoring,emp_334,Chief Architect,2024-04-17,2024-05-08,Draft,Draft,1.1,True,False,,Chief Architect,Confidential,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0061,en
DOC-0062,Security Recommendation: Infrastructure Guidelines for Project Delta,Security Recommendation,infrastructure,Technical assessment and standard guidelines regarding infrastructure implementation for Project Delta system Inventory System.,Comprehensive architecture guidelines covering infrastructure within Project Delta.,DevOps,Project Delta,Inventory System,Infrastructure,emp_581,Chief Architect,2023-04-17,2025-02-27,Draft,Draft,1.1,True,False,,Chief Architect,Confidential,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0062,en
DOC-0063,Security Recommendation: Security Guidelines for Enterprise Gateway,Security Recommendation,security,Technical assessment and standard guidelines regarding security implementation for Enterprise Gateway system Auth Service.,Comprehensive architecture guidelines covering security within Enterprise Gateway.,Product,Enterprise Gateway,Auth Service,Security,emp_190,Project Notes,2022-06-01,2024-03-24,Active,Approved,2.2,True,False,,Project Notes,Public,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0063,en
DOC-0064,Policy: Data Storage Guidelines for Project Alpha,Policy,data storage,Technical assessment and standard guidelines regarding data storage implementation for Project Alpha system Event Bus.,Comprehensive architecture guidelines covering data storage within Project Alpha.,Platform,Project Alpha,Event Bus,Data Storage,emp_740,Project Notes,2025-04-06,2025-05-02,Draft,Under Review,1.1,True,False,,Project Notes,Confidential,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0064,en
DOC-0065,Deprecated Document: Databases Guidelines for Core Infrastructure,Deprecated Document,databases,"Title: Deprecated Document for Core Infrastructure
Department: Data Engineering

CockroachDB is selected for multi-region distributed SQL storage for Core Infrastructure.",Comprehensive architecture guidelines covering databases within Core Infrastructure.,Data Engineering,Core Infrastructure,User Portal,CockroachDB,emp_418,Senior Architect,2021-01-29,2024-03-05,Active,Approved,1.1,True,False,,Senior Architect,Public,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0065,en
DOC-0066,Policy: Logging Guidelines for Project Omega,Policy,logging,Technical assessment and standard guidelines regarding logging implementation for Project Omega system Search Engine.,Comprehensive architecture guidelines covering logging within Project Omega.,DevOps,Project Omega,Search Engine,Logging,emp_954,Engineer,2026-07-01,2026-07-31,Draft,Under Review,1.1,True,False,,Engineer,Internal,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0066,en
DOC-0067,Deprecated Document: Cloud Providers Guidelines for Enterprise Gateway,Deprecated Document,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Enterprise Gateway system Search Engine.,Comprehensive architecture guidelines covering cloud providers within Enterprise Gateway.,Engineering,Enterprise Gateway,Search Engine,Cloud Providers,emp_448,Engineer,2022-07-02,2022-07-07,Draft,Draft,3.2,True,False,,Engineer,Confidential,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0067,en
DOC-0068,Project Documentation: Networking Guidelines for Project Gamma,Project Documentation,networking,Technical assessment and standard guidelines regarding networking implementation for Project Gamma system Metrics Engine.,Comprehensive architecture guidelines covering networking within Project Gamma.,Architecture,Project Gamma,Metrics Engine,Networking,emp_429,Project Notes,2026-07-02,2026-07-24,Draft,Under Review,1.1,True,False,,Project Notes,Public,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0068,en
DOC-0069,Engineering Note: Security Guidelines for Project Delta,Engineering Note,security,Technical assessment and standard guidelines regarding security implementation for Project Delta system Data Pipeline.,Comprehensive architecture guidelines covering security within Project Delta.,DevOps,Project Delta,Data Pipeline,Security,emp_137,Project Notes,2023-10-26,2026-07-10,Draft,Draft,2.0,True,False,,Project Notes,Confidential,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0069,en
DOC-0070,Draft Document: Frontend Architecture Guidelines for Project Beta,Draft Document,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Project Beta system Inventory System.,Comprehensive architecture guidelines covering frontend architecture within Project Beta.,Engineering,Project Beta,Inventory System,Frontend Architecture,emp_446,Principal Engineer,2024-11-19,2025-12-31,Active,Approved,3.2,True,False,,Principal Engineer,Confidential,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0070,en
DOC-0071,Meeting Decision: Networking Guidelines for Enterprise Gateway,Meeting Decision,networking,Technical assessment and standard guidelines regarding networking implementation for Enterprise Gateway system Auth Service.,Comprehensive architecture guidelines covering networking within Enterprise Gateway.,Data Engineering,Enterprise Gateway,Auth Service,Networking,emp_340,Chief Architect,2022-04-11,2026-06-18,Active,Approved,1.2,True,False,,Chief Architect,Public,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0071,en
DOC-0072,Security Recommendation: Databases Guidelines for Project Alpha,Security Recommendation,databases,"Title: Security Recommendation for Project Alpha
Department: Architecture

MongoDB 6.0 is selected for non-relational document storage in Project Alpha due to flexible schema requirements.",Comprehensive architecture guidelines covering databases within Project Alpha.,Architecture,Project Alpha,Auth Service,MongoDB,emp_467,Principal Engineer,2023-06-02,2024-03-26,Draft,Rejected,1.0,True,False,,Principal Engineer,Internal,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0072,en
DOC-0073,Policy: Event Streaming Guidelines for Core Infrastructure,Policy,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Core Infrastructure system Inventory System.,Comprehensive architecture guidelines covering event streaming within Core Infrastructure.,Platform,Core Infrastructure,Inventory System,Event Streaming,emp_337,Senior Architect,2024-07-30,2025-04-16,Draft,Rejected,1.1,True,False,,Senior Architect,Restricted,Platform Core Team,Git Markdown,https://wiki.org/docs/DOC-0073,en
DOC-0074,Meeting Decision: Caching Guidelines for Project Gamma,Meeting Decision,caching,Technical assessment and standard guidelines regarding caching implementation for Project Gamma system Search Engine.,Comprehensive architecture guidelines covering caching within Project Gamma.,Data Engineering,Project Gamma,Search Engine,Caching,emp_806,Engineer,2023-07-25,2025-04-03,Draft,Under Review,2.0,True,False,,Engineer,Internal,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0074,en
DOC-0075,Architecture Decision Record: Logging Guidelines for Core Infrastructure,Architecture Decision Record,logging,Technical assessment and standard guidelines regarding logging implementation for Core Infrastructure system Auth Service.,Comprehensive architecture guidelines covering logging within Core Infrastructure.,Architecture,Core Infrastructure,Auth Service,Logging,emp_381,Engineer,2024-03-05,2026-02-05,Active,Approved,3.1,True,False,,Engineer,Restricted,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0075,en
DOC-0076,Engineering Note: Observability Guidelines for Project Beta,Engineering Note,observability,Technical assessment and standard guidelines regarding observability implementation for Project Beta system User Portal.,Comprehensive architecture guidelines covering observability within Project Beta.,DevOps,Project Beta,User Portal,Observability,emp_794,Principal Engineer,2024-07-10,2024-10-17,Active,Approved,2.0,True,False,,Principal Engineer,Restricted,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0076,en
DOC-0077,Engineering Note: Logging Guidelines for Project Gamma,Engineering Note,logging,Technical assessment and standard guidelines regarding logging implementation for Project Gamma system Metrics Engine.,Comprehensive architecture guidelines covering logging within Project Gamma.,DevOps,Project Gamma,Metrics Engine,Logging,emp_305,Senior Architect,2025-05-30,2026-03-02,Draft,Draft,2.0,True,False,,Senior Architect,Restricted,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0077,en
DOC-0078,Technical Design Document: Logging Guidelines for Core Infrastructure,Technical Design Document,logging,Technical assessment and standard guidelines regarding logging implementation for Core Infrastructure system Event Bus.,Comprehensive architecture guidelines covering logging within Core Infrastructure.,Product,Core Infrastructure,Event Bus,Logging,emp_579,Chief Architect,2021-10-16,2026-01-07,Draft,Under Review,3.2,True,False,,Chief Architect,Confidential,Product Core Team,Confluence,https://wiki.org/docs/DOC-0078,en
DOC-0079,Deprecated Document: Observability Guidelines for Project Alpha,Deprecated Document,observability,Technical assessment and standard guidelines regarding observability implementation for Project Alpha system Metrics Engine.,Comprehensive architecture guidelines covering observability within Project Alpha.,Product,Project Alpha,Metrics Engine,Observability,emp_370,Architecture Board,2021-09-11,2024-03-30,Draft,Draft,3.1,True,False,,Architecture Board,Confidential,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0079,en
DOC-0080,Deprecated Document: Authorization Guidelines for Core Infrastructure,Deprecated Document,authorization,Technical assessment and standard guidelines regarding authorization implementation for Core Infrastructure system Inventory System.,Comprehensive architecture guidelines covering authorization within Core Infrastructure.,Platform,Core Infrastructure,Inventory System,Authorization,emp_734,Architecture Board,2022-11-03,2026-04-05,Draft,Under Review,3.1,True,False,,Architecture Board,Restricted,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0080,en
DOC-0081,Project Documentation: Apis Guidelines for Project Alpha,Project Documentation,APIs,Technical assessment and standard guidelines regarding APIs implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering APIs within Project Alpha.,Architecture,Project Alpha,Inventory System,Apis,emp_199,Chief Architect,2025-12-23,2026-05-09,Draft,Under Review,2.2,True,False,,Chief Architect,Confidential,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0081,en
DOC-0082,Architecture Decision Record: Data Storage Guidelines for Core Infrastructure,Architecture Decision Record,data storage,Technical assessment and standard guidelines regarding data storage implementation for Core Infrastructure system Inventory System.,Comprehensive architecture guidelines covering data storage within Core Infrastructure.,Engineering,Core Infrastructure,Inventory System,Data Storage,emp_386,Engineer,2024-11-14,2025-11-28,Draft,Under Review,1.1,True,False,,Engineer,Public,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0082,en
DOC-0083,Technical Design Document: Frontend Architecture Guidelines for Project Gamma,Technical Design Document,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Project Gamma system Metrics Engine.,Comprehensive architecture guidelines covering frontend architecture within Project Gamma.,Engineering,Project Gamma,Metrics Engine,Frontend Architecture,emp_294,Principal Engineer,2026-04-28,2026-06-25,Active,Approved,3.2,True,False,,Principal Engineer,Public,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0083,en
